KEY,state,year,month,period,indicator,data_value,state_name,Date,unemployment_rate
New HampshireJanuary2019,NH,2019,January,12 month-ending,Cocaine (T40.5),61,New Hampshire,1/1/2019,2.5
New HampshireJuly2018,NH,2018,July,12 month-ending,Cocaine (T40.5),46,New Hampshire,7/1/2018,2.5
New HampshireNovember2018,NH,2018,November,12 month-ending,Cocaine (T40.5),57,New Hampshire,11/1/2018,2.5
New HampshireOctober2018,NH,2018,October,12 month-ending,Cocaine (T40.5),55,New Hampshire,10/1/2018,2.5
New HampshireSeptember2018,NH,2018,September,12 month-ending,Cocaine (T40.5),53,New Hampshire,9/1/2018,2.5
VermontAugust2018,VT,2018,August,12 month-ending,Cocaine (T40.5),49,Vermont,8/1/2018,2.5
VermontJuly2018,VT,2018,July,12 month-ending,Cocaine (T40.5),49,Vermont,7/1/2018,2.5
VermontSeptember2018,VT,2018,September,12 month-ending,Cocaine (T40.5),52,Vermont,9/1/2018,2.5
HawaiiApril2017,HI,2017,April,12 month-ending,Cocaine (T40.5),0,Hawaii,4/1/2017,2.6
HawaiiAugust2018,HI,2018,August,12 month-ending,Cocaine (T40.5),14,Hawaii,8/1/2018,2.6
HawaiiMarch2017,HI,2017,March,12 month-ending,Cocaine (T40.5),0,Hawaii,3/1/2017,2.6
IowaDecember2018,IA,2018,December,12 month-ending,Cocaine (T40.5),12,Iowa,12/1/2018,2.6
IowaJune2018,IA,2018,June,12 month-ending,Cocaine (T40.5),22,Iowa,6/1/2018,2.6
IowaMay2018,IA,2018,May,12 month-ending,Cocaine (T40.5),21,Iowa,5/1/2018,2.6
IowaNovember2018,IA,2018,November,12 month-ending,Cocaine (T40.5),14,Iowa,11/1/2018,2.6
New HampshireApril2018,NH,2018,April,12 month-ending,Cocaine (T40.5),37,New Hampshire,4/1/2018,2.6
New HampshireJune2018,NH,2018,June,12 month-ending,Cocaine (T40.5),36,New Hampshire,6/1/2018,2.6
New HampshireMay2018,NH,2018,May,12 month-ending,Cocaine (T40.5),39,New Hampshire,5/1/2018,2.6
VermontApril2018,VT,2018,April,12 month-ending,Cocaine (T40.5),45,Vermont,4/1/2018,2.6
VermontJune2018,VT,2018,June,12 month-ending,Cocaine (T40.5),50,Vermont,6/1/2018,2.6
VermontMay2018,VT,2018,May,12 month-ending,Cocaine (T40.5),49,Vermont,5/1/2018,2.6
HawaiiJanuary2017,HI,2017,January,12 month-ending,Cocaine (T40.5),0,Hawaii,1/1/2017,2.7
HawaiiOctober2018,HI,2018,October,12 month-ending,Cocaine (T40.5),14,Hawaii,10/1/2018,2.7
HawaiiSeptember2018,HI,2018,September,12 month-ending,Cocaine (T40.5),14,Hawaii,9/1/2018,2.7
IowaApril2018,IA,2018,April,12 month-ending,Cocaine (T40.5),19,Iowa,4/1/2018,2.7
IowaJanuary2019,IA,2019,January,12 month-ending,Cocaine (T40.5),12,Iowa,1/1/2019,2.7
IowaMarch2018,IA,2018,March,12 month-ending,Cocaine (T40.5),20,Iowa,3/1/2018,2.7
New HampshireApril2017,NH,2017,April,12 month-ending,Cocaine (T40.5),53,New Hampshire,4/1/2017,2.7
New HampshireAugust2017,NH,2017,August,12 month-ending,Cocaine (T40.5),47,New Hampshire,8/1/2017,2.7
New HampshireDecember2017,NH,2017,December,12 month-ending,Cocaine (T40.5),44,New Hampshire,12/1/2017,2.7
New HampshireJanuary2018,NH,2018,January,12 month-ending,Cocaine (T40.5),41,New Hampshire,1/1/2018,2.7
New HampshireJuly2017,NH,2017,July,12 month-ending,Cocaine (T40.5),47,New Hampshire,7/1/2017,2.7
New HampshireJune2017,NH,2017,June,12 month-ending,Cocaine (T40.5),51,New Hampshire,6/1/2017,2.7
New HampshireMarch2018,NH,2018,March,12 month-ending,Cocaine (T40.5),41,New Hampshire,3/1/2018,2.7
New HampshireMay2017,NH,2017,May,12 month-ending,Cocaine (T40.5),50,New Hampshire,5/1/2017,2.7
New HampshireNovember2017,NH,2017,November,12 month-ending,Cocaine (T40.5),45,New Hampshire,11/1/2017,2.7
New HampshireOctober2017,NH,2017,October,12 month-ending,Cocaine (T40.5),45,New Hampshire,10/1/2017,2.7
New HampshireSeptember2017,NH,2017,September,12 month-ending,Cocaine (T40.5),48,New Hampshire,9/1/2017,2.7
VermontDecember2017,VT,2017,December,12 month-ending,Cocaine (T40.5),40,Vermont,12/1/2017,2.7
VermontJanuary2018,VT,2018,January,12 month-ending,Cocaine (T40.5),43,Vermont,1/1/2018,2.7
VermontMarch2018,VT,2018,March,12 month-ending,Cocaine (T40.5),47,Vermont,3/1/2018,2.7
HawaiiDecember2016,HI,2016,December,12 month-ending,Cocaine (T40.5),0,Hawaii,12/1/2016,2.8
HawaiiDecember2018,HI,2018,December,12 month-ending,Cocaine (T40.5),12,Hawaii,12/1/2018,2.8
HawaiiJanuary2019,HI,2019,January,12 month-ending,Cocaine (T40.5),13,Hawaii,1/1/2019,2.8
HawaiiNovember2016,HI,2016,November,12 month-ending,Cocaine (T40.5),0,Hawaii,11/1/2016,2.8
HawaiiNovember2018,HI,2018,November,12 month-ending,Cocaine (T40.5),12,Hawaii,11/1/2018,2.8
IowaDecember2017,IA,2017,December,12 month-ending,Cocaine (T40.5),18,Iowa,12/1/2017,2.8
IowaJanuary2018,IA,2018,January,12 month-ending,Cocaine (T40.5),17,Iowa,1/1/2018,2.8
New HampshireDecember2016,NH,2016,December,12 month-ending,Cocaine (T40.5),53,New Hampshire,12/1/2016,2.8
New HampshireJanuary2017,NH,2017,January,12 month-ending,Cocaine (T40.5),52,New Hampshire,1/1/2017,2.8
New HampshireMarch2017,NH,2017,March,12 month-ending,Cocaine (T40.5),52,New Hampshire,3/1/2017,2.8
New HampshireNovember2016,NH,2016,November,12 month-ending,Cocaine (T40.5),51,New Hampshire,11/1/2016,2.8
New HampshireOctober2016,NH,2016,October,12 month-ending,Cocaine (T40.5),51,New Hampshire,10/1/2016,2.8
New HampshireSeptember2016,NH,2016,September,12 month-ending,Cocaine (T40.5),45,New Hampshire,9/1/2016,2.8
VermontNovember2017,VT,2017,November,12 month-ending,Cocaine (T40.5),36,Vermont,11/1/2017,2.8
VermontOctober2017,VT,2017,October,12 month-ending,Cocaine (T40.5),28,Vermont,10/1/2017,2.8
HawaiiAugust2016,HI,2016,August,12 month-ending,Cocaine (T40.5),0,Hawaii,8/1/2016,2.9
HawaiiOctober2016,HI,2016,October,12 month-ending,Cocaine (T40.5),0,Hawaii,10/1/2016,2.9
HawaiiSeptember2016,HI,2016,September,12 month-ending,Cocaine (T40.5),0,Hawaii,9/1/2016,2.9
IowaNovember2017,IA,2017,November,12 month-ending,Cocaine (T40.5),18,Iowa,11/1/2017,2.9
IowaOctober2017,IA,2017,October,12 month-ending,Cocaine (T40.5),19,Iowa,10/1/2017,2.9
New HampshireApril2016,NH,2016,April,12 month-ending,Cocaine (T40.5),40,New Hampshire,4/1/2016,2.9
New HampshireAugust2016,NH,2016,August,12 month-ending,Cocaine (T40.5),46,New Hampshire,8/1/2016,2.9
New HampshireJanuary2016,NH,2016,January,12 month-ending,Cocaine (T40.5),48,New Hampshire,1/1/2016,2.9
New HampshireJuly2016,NH,2016,July,12 month-ending,Cocaine (T40.5),44,New Hampshire,7/1/2016,2.9
New HampshireJune2016,NH,2016,June,12 month-ending,Cocaine (T40.5),41,New Hampshire,6/1/2016,2.9
New HampshireMarch2016,NH,2016,March,12 month-ending,Cocaine (T40.5),44,New Hampshire,3/1/2016,2.9
New HampshireMay2016,NH,2016,May,12 month-ending,Cocaine (T40.5),43,New Hampshire,5/1/2016,2.9
South DakotaApril2016,SD,2016,April,12 month-ending,Cocaine (T40.5),0,South Dakota,4/1/2016,2.9
South DakotaDecember2015,SD,2015,December,12 month-ending,Cocaine (T40.5),0,South Dakota,12/1/2015,2.9
South DakotaJanuary2016,SD,2016,January,12 month-ending,Cocaine (T40.5),0,South Dakota,1/1/2016,2.9
South DakotaMarch2016,SD,2016,March,12 month-ending,Cocaine (T40.5),0,South Dakota,3/1/2016,2.9
South DakotaMay2016,SD,2016,May,12 month-ending,Cocaine (T40.5),0,South Dakota,5/1/2016,2.9
South DakotaNovember2015,SD,2015,November,12 month-ending,Cocaine (T40.5),0,South Dakota,11/1/2015,2.9
South DakotaOctober2015,SD,2015,October,12 month-ending,Cocaine (T40.5),0,South Dakota,10/1/2015,2.9
UtahDecember2018,UT,2018,December,12 month-ending,Cocaine (T40.5),50,Utah,12/1/2018,2.9
UtahJanuary2019,UT,2019,January,12 month-ending,Cocaine (T40.5),54,Utah,1/1/2019,2.9
VermontAugust2017,VT,2017,August,12 month-ending,Cocaine (T40.5),33,Vermont,8/1/2017,2.9
VermontJuly2017,VT,2017,July,12 month-ending,Cocaine (T40.5),35,Vermont,7/1/2017,2.9
VermontSeptember2017,VT,2017,September,12 month-ending,Cocaine (T40.5),29,Vermont,9/1/2017,2.9
VirginiaAugust2018,VA,2018,August,12 month-ending,Cocaine (T40.5),384,Virginia,8/1/2018,2.9
VirginiaNovember2018,VA,2018,November,12 month-ending,Cocaine (T40.5),414,Virginia,11/1/2018,2.9
VirginiaOctober2018,VA,2018,October,12 month-ending,Cocaine (T40.5),399,Virginia,10/1/2018,2.9
VirginiaSeptember2018,VA,2018,September,12 month-ending,Cocaine (T40.5),399,Virginia,9/1/2018,2.9
HawaiiApril2016,HI,2016,April,12 month-ending,Cocaine (T40.5),0,Hawaii,4/1/2016,3
HawaiiJuly2016,HI,2016,July,12 month-ending,Cocaine (T40.5),0,Hawaii,7/1/2016,3
HawaiiJune2016,HI,2016,June,12 month-ending,Cocaine (T40.5),0,Hawaii,6/1/2016,3
HawaiiMarch2016,HI,2016,March,12 month-ending,Cocaine (T40.5),0,Hawaii,3/1/2016,3
HawaiiMay2016,HI,2016,May,12 month-ending,Cocaine (T40.5),0,Hawaii,5/1/2016,3
IowaSeptember2017,IA,2017,September,12 month-ending,Cocaine (T40.5),15,Iowa,9/1/2017,3
New HampshireDecember2015,NH,2015,December,12 month-ending,Cocaine (T40.5),44,New Hampshire,12/1/2015,3
New HampshireNovember2015,NH,2015,November,12 month-ending,Cocaine (T40.5),48,New Hampshire,11/1/2015,3
South DakotaAugust2016,SD,2016,August,12 month-ending,Cocaine (T40.5),0,South Dakota,8/1/2016,3
South DakotaAugust2018,SD,2018,August,12 month-ending,Cocaine (T40.5),0,South Dakota,8/1/2018,3
South DakotaJuly2016,SD,2016,July,12 month-ending,Cocaine (T40.5),0,South Dakota,7/1/2016,3
South DakotaJuly2018,SD,2018,July,12 month-ending,Cocaine (T40.5),0,South Dakota,7/1/2018,3
South DakotaJune2016,SD,2016,June,12 month-ending,Cocaine (T40.5),0,South Dakota,6/1/2016,3
South DakotaNovember2018,SD,2018,November,12 month-ending,Cocaine (T40.5),0,South Dakota,11/1/2018,3
South DakotaOctober2018,SD,2018,October,12 month-ending,Cocaine (T40.5),0,South Dakota,10/1/2018,3
South DakotaSeptember2015,SD,2015,September,12 month-ending,Cocaine (T40.5),0,South Dakota,9/1/2015,3
South DakotaSeptember2018,SD,2018,September,12 month-ending,Cocaine (T40.5),0,South Dakota,9/1/2018,3
UtahAugust2018,UT,2018,August,12 month-ending,Cocaine (T40.5),54,Utah,8/1/2018,3
UtahNovember2018,UT,2018,November,12 month-ending,Cocaine (T40.5),54,Utah,11/1/2018,3
UtahOctober2018,UT,2018,October,12 month-ending,Cocaine (T40.5),56,Utah,10/1/2018,3
UtahSeptember2018,UT,2018,September,12 month-ending,Cocaine (T40.5),56,Utah,9/1/2018,3
VermontApril2017,VT,2017,April,12 month-ending,Cocaine (T40.5),30,Vermont,4/1/2017,3
VermontJune2017,VT,2017,June,12 month-ending,Cocaine (T40.5),31,Vermont,6/1/2017,3
VermontMay2017,VT,2017,May,12 month-ending,Cocaine (T40.5),29,Vermont,5/1/2017,3
VirginiaDecember2018,VA,2018,December,12 month-ending,Cocaine (T40.5),393,Virginia,12/1/2018,3
VirginiaJanuary2019,VA,2019,January,12 month-ending,Cocaine (T40.5),398,Virginia,1/1/2019,3
VirginiaJuly2018,VA,2018,July,12 month-ending,Cocaine (T40.5),377,Virginia,7/1/2018,3
VirginiaJune2018,VA,2018,June,12 month-ending,Cocaine (T40.5),376,Virginia,6/1/2018,3
WisconsinApril2018,WI,2018,April,12 month-ending,Cocaine (T40.5),265,Wisconsin,4/1/2018,3
WisconsinAugust2018,WI,2018,August,12 month-ending,Cocaine (T40.5),278,Wisconsin,8/1/2018,3
WisconsinDecember2017,WI,2017,December,12 month-ending,Cocaine (T40.5),263,Wisconsin,12/1/2017,3
WisconsinDecember2018,WI,2018,December,12 month-ending,Cocaine (T40.5),277,Wisconsin,12/1/2018,3
WisconsinJanuary2018,WI,2018,January,12 month-ending,Cocaine (T40.5),274,Wisconsin,1/1/2018,3
WisconsinJuly2018,WI,2018,July,12 month-ending,Cocaine (T40.5),284,Wisconsin,7/1/2018,3
WisconsinJune2018,WI,2018,June,12 month-ending,Cocaine (T40.5),286,Wisconsin,6/1/2018,3
WisconsinMarch2018,WI,2018,March,12 month-ending,Cocaine (T40.5),276,Wisconsin,3/1/2018,3
WisconsinMay2018,WI,2018,May,12 month-ending,Cocaine (T40.5),279,Wisconsin,5/1/2018,3
WisconsinNovember2018,WI,2018,November,12 month-ending,Cocaine (T40.5),277,Wisconsin,11/1/2018,3
WisconsinOctober2018,WI,2018,October,12 month-ending,Cocaine (T40.5),282,Wisconsin,10/1/2018,3
WisconsinSeptember2018,WI,2018,September,12 month-ending,Cocaine (T40.5),281,Wisconsin,9/1/2018,3
HawaiiDecember2015,HI,2015,December,12 month-ending,Cocaine (T40.5),0,Hawaii,12/1/2015,3.1
HawaiiJanuary2016,HI,2016,January,12 month-ending,Cocaine (T40.5),0,Hawaii,1/1/2016,3.1
IowaAugust2017,IA,2017,August,12 month-ending,Cocaine (T40.5),16,Iowa,8/1/2017,3.1
IowaJuly2017,IA,2017,July,12 month-ending,Cocaine (T40.5),16,Iowa,7/1/2017,3.1
MaineDecember2017,ME,2017,December,12 month-ending,Cocaine (T40.5),89,Maine,12/1/2017,3.1
MaineJanuary2018,ME,2018,January,12 month-ending,Cocaine (T40.5),92,Maine,1/1/2018,3.1
MassachusettsDecember2018,MA,2018,December,12 month-ending,Cocaine (T40.5),720,Massachusetts,12/1/2018,3.1
MassachusettsJanuary2019,MA,2019,January,12 month-ending,Cocaine (T40.5),718,Massachusetts,1/1/2019,3.1
New HampshireOctober2015,NH,2015,October,12 month-ending,Cocaine (T40.5),50,New Hampshire,10/1/2015,3.1
South DakotaApril2018,SD,2018,April,12 month-ending,Cocaine (T40.5),0,South Dakota,4/1/2018,3.1
South DakotaAugust2015,SD,2015,August,12 month-ending,Cocaine (T40.5),0,South Dakota,8/1/2015,3.1
South DakotaDecember2016,SD,2016,December,12 month-ending,Cocaine (T40.5),0,South Dakota,12/1/2016,3.1
South DakotaDecember2018,SD,2018,December,12 month-ending,Cocaine (T40.5),0,South Dakota,12/1/2018,3.1
South DakotaJanuary2017,SD,2017,January,12 month-ending,Cocaine (T40.5),0,South Dakota,1/1/2017,3.1
South DakotaJanuary2019,SD,2019,January,12 month-ending,Cocaine (T40.5),0,South Dakota,1/1/2019,3.1
South DakotaJuly2015,SD,2015,July,12 month-ending,Cocaine (T40.5),0,South Dakota,7/1/2015,3.1
South DakotaJune2015,SD,2015,June,12 month-ending,Cocaine (T40.5),0,South Dakota,6/1/2015,3.1
South DakotaJune2018,SD,2018,June,12 month-ending,Cocaine (T40.5),0,South Dakota,6/1/2018,3.1
South DakotaMarch2018,SD,2018,March,12 month-ending,Cocaine (T40.5),0,South Dakota,3/1/2018,3.1
South DakotaMay2018,SD,2018,May,12 month-ending,Cocaine (T40.5),0,South Dakota,5/1/2018,3.1
South DakotaNovember2016,SD,2016,November,12 month-ending,Cocaine (T40.5),0,South Dakota,11/1/2016,3.1
South DakotaOctober2016,SD,2016,October,12 month-ending,Cocaine (T40.5),0,South Dakota,10/1/2016,3.1
South DakotaSeptember2016,SD,2016,September,12 month-ending,Cocaine (T40.5),0,South Dakota,9/1/2016,3.1
UtahApril2018,UT,2018,April,12 month-ending,Cocaine (T40.5),50,Utah,4/1/2018,3.1
UtahDecember2017,UT,2017,December,12 month-ending,Cocaine (T40.5),51,Utah,12/1/2017,3.1
UtahJanuary2018,UT,2018,January,12 month-ending,Cocaine (T40.5),48,Utah,1/1/2018,3.1
UtahJuly2018,UT,2018,July,12 month-ending,Cocaine (T40.5),54,Utah,7/1/2018,3.1
UtahJune2018,UT,2018,June,12 month-ending,Cocaine (T40.5),60,Utah,6/1/2018,3.1
UtahMarch2018,UT,2018,March,12 month-ending,Cocaine (T40.5),51,Utah,3/1/2018,3.1
UtahMay2018,UT,2018,May,12 month-ending,Cocaine (T40.5),58,Utah,5/1/2018,3.1
VermontDecember2016,VT,2016,December,12 month-ending,Cocaine (T40.5),22,Vermont,12/1/2016,3.1
VermontJanuary2017,VT,2017,January,12 month-ending,Cocaine (T40.5),25,Vermont,1/1/2017,3.1
VermontMarch2017,VT,2017,March,12 month-ending,Cocaine (T40.5),28,Vermont,3/1/2017,3.1
VermontNovember2016,VT,2016,November,12 month-ending,Cocaine (T40.5),23,Vermont,11/1/2016,3.1
VermontOctober2016,VT,2016,October,12 month-ending,Cocaine (T40.5),25,Vermont,10/1/2016,3.1
VirginiaApril2018,VA,2018,April,12 month-ending,Cocaine (T40.5),366,Virginia,4/1/2018,3.1
VirginiaMay2018,VA,2018,May,12 month-ending,Cocaine (T40.5),386,Virginia,5/1/2018,3.1
WisconsinJanuary2019,WI,2019,January,12 month-ending,Cocaine (T40.5),270,Wisconsin,1/1/2019,3.1
WisconsinNovember2017,WI,2017,November,12 month-ending,Cocaine (T40.5),243,Wisconsin,11/1/2017,3.1
WisconsinOctober2017,WI,2017,October,12 month-ending,Cocaine (T40.5),229,Wisconsin,10/1/2017,3.1
HawaiiNovember2015,HI,2015,November,12 month-ending,Cocaine (T40.5),0,Hawaii,11/1/2015,3.2
IowaApril2017,IA,2017,April,12 month-ending,Cocaine (T40.5),17,Iowa,4/1/2017,3.2
IowaJune2017,IA,2017,June,12 month-ending,Cocaine (T40.5),14,Iowa,6/1/2017,3.2
IowaMay2017,IA,2017,May,12 month-ending,Cocaine (T40.5),15,Iowa,5/1/2017,3.2
MaineApril2018,ME,2018,April,12 month-ending,Cocaine (T40.5),94,Maine,4/1/2018,3.2
MaineJanuary2019,ME,2019,January,12 month-ending,Cocaine (T40.5),85,Maine,1/1/2019,3.2
MaineMarch2018,ME,2018,March,12 month-ending,Cocaine (T40.5),90,Maine,3/1/2018,3.2
MaineMay2018,ME,2018,May,12 month-ending,Cocaine (T40.5),100,Maine,5/1/2018,3.2
MaineNovember2017,ME,2017,November,12 month-ending,Cocaine (T40.5),83,Maine,11/1/2017,3.2
MaineOctober2017,ME,2017,October,12 month-ending,Cocaine (T40.5),87,Maine,10/1/2017,3.2
MassachusettsNovember2018,MA,2018,November,12 month-ending,Cocaine (T40.5),747,Massachusetts,11/1/2018,3.2
MassachusettsOctober2018,MA,2018,October,12 month-ending,Cocaine (T40.5),763,Massachusetts,10/1/2018,3.2
New HampshireAugust2015,NH,2015,August,12 month-ending,Cocaine (T40.5),47,New Hampshire,8/1/2015,3.2
New HampshireSeptember2015,NH,2015,September,12 month-ending,Cocaine (T40.5),51,New Hampshire,9/1/2015,3.2
OklahomaAugust2018,OK,2018,August,12 month-ending,Cocaine (T40.5),43,Oklahoma,8/1/2018,3.2
OklahomaNovember2018,OK,2018,November,12 month-ending,Cocaine (T40.5),47,Oklahoma,11/1/2018,3.2
OklahomaOctober2018,OK,2018,October,12 month-ending,Cocaine (T40.5),47,Oklahoma,10/1/2018,3.2
OklahomaSeptember2018,OK,2018,September,12 month-ending,Cocaine (T40.5),42,Oklahoma,9/1/2018,3.2
South DakotaApril2015,SD,2015,April,12 month-ending,Cocaine (T40.5),0,South Dakota,4/1/2015,3.2
South DakotaApril2017,SD,2017,April,12 month-ending,Cocaine (T40.5),0,South Dakota,4/1/2017,3.2
South DakotaDecember2017,SD,2017,December,12 month-ending,Cocaine (T40.5),0,South Dakota,12/1/2017,3.2
South DakotaJanuary2018,SD,2018,January,12 month-ending,Cocaine (T40.5),0,South Dakota,1/1/2018,3.2
South DakotaJuly2017,SD,2017,July,12 month-ending,Cocaine (T40.5),0,South Dakota,7/1/2017,3.2
South DakotaJune2017,SD,2017,June,12 month-ending,Cocaine (T40.5),0,South Dakota,6/1/2017,3.2
South DakotaMarch2015,SD,2015,March,12 month-ending,Cocaine (T40.5),0,South Dakota,3/1/2015,3.2
South DakotaMarch2017,SD,2017,March,12 month-ending,Cocaine (T40.5),0,South Dakota,3/1/2017,3.2
South DakotaMay2015,SD,2015,May,12 month-ending,Cocaine (T40.5),0,South Dakota,5/1/2015,3.2
South DakotaMay2017,SD,2017,May,12 month-ending,Cocaine (T40.5),0,South Dakota,5/1/2017,3.2
South DakotaNovember2017,SD,2017,November,12 month-ending,Cocaine (T40.5),0,South Dakota,11/1/2017,3.2
South DakotaOctober2017,SD,2017,October,12 month-ending,Cocaine (T40.5),0,South Dakota,10/1/2017,3.2
UtahNovember2017,UT,2017,November,12 month-ending,Cocaine (T40.5),48,Utah,11/1/2017,3.2
UtahOctober2017,UT,2017,October,12 month-ending,Cocaine (T40.5),43,Utah,10/1/2017,3.2
UtahSeptember2017,UT,2017,September,12 month-ending,Cocaine (T40.5),45,Utah,9/1/2017,3.2
VermontAugust2016,VT,2016,August,12 month-ending,Cocaine (T40.5),18,Vermont,8/1/2016,3.2
VermontJuly2016,VT,2016,July,12 month-ending,Cocaine (T40.5),14,Vermont,7/1/2016,3.2
VermontJune2016,VT,2016,June,12 month-ending,Cocaine (T40.5),15,Vermont,6/1/2016,3.2
VermontSeptember2016,VT,2016,September,12 month-ending,Cocaine (T40.5),22,Vermont,9/1/2016,3.2
VirginiaMarch2018,VA,2018,March,12 month-ending,Cocaine (T40.5),360,Virginia,3/1/2018,3.2
WisconsinAugust2017,WI,2017,August,12 month-ending,Cocaine (T40.5),218,Wisconsin,8/1/2017,3.2
WisconsinJuly2017,WI,2017,July,12 month-ending,Cocaine (T40.5),215,Wisconsin,7/1/2017,3.2
WisconsinSeptember2017,WI,2017,September,12 month-ending,Cocaine (T40.5),220,Wisconsin,9/1/2017,3.2
HawaiiOctober2015,HI,2015,October,12 month-ending,Cocaine (T40.5),0,Hawaii,10/1/2015,3.3
IowaMarch2017,IA,2017,March,12 month-ending,Cocaine (T40.5),16,Iowa,3/1/2017,3.3
MaineAugust2017,ME,2017,August,12 month-ending,Cocaine (T40.5),78,Maine,8/1/2017,3.3
MaineAugust2018,ME,2018,August,12 month-ending,Cocaine (T40.5),100,Maine,8/1/2018,3.3
MaineDecember2018,ME,2018,December,12 month-ending,Cocaine (T40.5),87,Maine,12/1/2018,3.3
MaineJuly2018,ME,2018,July,12 month-ending,Cocaine (T40.5),105,Maine,7/1/2018,3.3
MaineJune2018,ME,2018,June,12 month-ending,Cocaine (T40.5),102,Maine,6/1/2018,3.3
MaineNovember2018,ME,2018,November,12 month-ending,Cocaine (T40.5),89,Maine,11/1/2018,3.3
MaineOctober2018,ME,2018,October,12 month-ending,Cocaine (T40.5),90,Maine,10/1/2018,3.3
MaineSeptember2017,ME,2017,September,12 month-ending,Cocaine (T40.5),80,Maine,9/1/2017,3.3
MaineSeptember2018,ME,2018,September,12 month-ending,Cocaine (T40.5),97,Maine,9/1/2018,3.3
MassachusettsAugust2018,MA,2018,August,12 month-ending,Cocaine (T40.5),777,Massachusetts,8/1/2018,3.3
MassachusettsJuly2018,MA,2018,July,12 month-ending,Cocaine (T40.5),783,Massachusetts,7/1/2018,3.3
MassachusettsSeptember2018,MA,2018,September,12 month-ending,Cocaine (T40.5),784,Massachusetts,9/1/2018,3.3
New HampshireJuly2015,NH,2015,July,12 month-ending,Cocaine (T40.5),50,New Hampshire,7/1/2015,3.3
OklahomaDecember2018,OK,2018,December,12 month-ending,Cocaine (T40.5),44,Oklahoma,12/1/2018,3.3
OklahomaJanuary2019,OK,2019,January,12 month-ending,Cocaine (T40.5),42,Oklahoma,1/1/2019,3.3
OklahomaJuly2018,OK,2018,July,12 month-ending,Cocaine (T40.5),42,Oklahoma,7/1/2018,3.3
South CarolinaAugust2018,SC,2018,August,12 month-ending,Cocaine (T40.5),228,South Carolina,8/1/2018,3.3
South CarolinaJuly2018,SC,2018,July,12 month-ending,Cocaine (T40.5),231,South Carolina,7/1/2018,3.3
South CarolinaNovember2018,SC,2018,November,12 month-ending,Cocaine (T40.5),242,South Carolina,11/1/2018,3.3
South CarolinaOctober2018,SC,2018,October,12 month-ending,Cocaine (T40.5),237,South Carolina,10/1/2018,3.3
South CarolinaSeptember2018,SC,2018,September,12 month-ending,Cocaine (T40.5),232,South Carolina,9/1/2018,3.3
South DakotaAugust2017,SD,2017,August,12 month-ending,Cocaine (T40.5),0,South Dakota,8/1/2017,3.3
South DakotaJanuary2015,SD,2015,January,12 month-ending,Cocaine (T40.5),0,South Dakota,1/1/2015,3.3
