KEY,state,year,month,period,indicator,data_value,state_name,Date,unemployment_rate
HawaiiDecember2018,HI,2018,December,12 month-ending,Methadone (T40.3),0,Hawaii,12/1/2018,2.8
South DakotaFebruary2016,SD,2016,February,12 month-ending,Methadone (T40.3),0,South Dakota,2/1/2016,2.8
New HampshireFebruary2017,NH,2017,February,12 month-ending,Methadone (T40.3),19,New Hampshire,2/1/2017,2.8
IowaFebruary2018,IA,2018,February,12 month-ending,Methadone (T40.3),15,Iowa,2/1/2018,2.8
New HampshireJanuary2017,NH,2017,January,12 month-ending,Methadone (T40.3),22,New Hampshire,1/1/2017,2.8
IowaJanuary2018,IA,2018,January,12 month-ending,Methadone (T40.3),16,Iowa,1/1/2018,2.8
HawaiiJanuary2019,HI,2019,January,12 month-ending,Methadone (T40.3),0,Hawaii,1/1/2019,2.8
New HampshireMarch2017,NH,2017,March,12 month-ending,Methadone (T40.3),17,New Hampshire,3/1/2017,2.8
HawaiiNovember2016,HI,2016,November,12 month-ending,Methadone (T40.3),16,Hawaii,11/1/2016,2.8
New HampshireNovember2016,NH,2016,November,12 month-ending,Methadone (T40.3),29,New Hampshire,11/1/2016,2.8
VermontNovember2017,VT,2017,November,12 month-ending,Methadone (T40.3),14,Vermont,11/1/2017,2.8
HawaiiNovember2018,HI,2018,November,12 month-ending,Methadone (T40.3),0,Hawaii,11/1/2018,2.8
New HampshireOctober2016,NH,2016,October,12 month-ending,Methadone (T40.3),29,New Hampshire,10/1/2016,2.8
VermontOctober2017,VT,2017,October,12 month-ending,Methadone (T40.3),12,Vermont,10/1/2017,2.8
New HampshireSeptember2016,NH,2016,September,12 month-ending,Methadone (T40.3),30,New Hampshire,9/1/2016,2.8
New HampshireApril2016,NH,2016,April,12 month-ending,Methadone (T40.3),27,New Hampshire,4/1/2016,2.9
South DakotaApril2016,SD,2016,April,12 month-ending,Methadone (T40.3),0,South Dakota,4/1/2016,2.9
HawaiiAugust2016,HI,2016,August,12 month-ending,Methadone (T40.3),14,Hawaii,8/1/2016,2.9
New HampshireAugust2016,NH,2016,August,12 month-ending,Methadone (T40.3),32,New Hampshire,8/1/2016,2.9
VermontAugust2017,VT,2017,August,12 month-ending,Methadone (T40.3),13,Vermont,8/1/2017,2.9
VirginiaAugust2018,VA,2018,August,12 month-ending,Methadone (T40.3),99,Virginia,8/1/2018,2.9
South DakotaDecember2015,SD,2015,December,12 month-ending,Methadone (T40.3),0,South Dakota,12/1/2015,2.9
UtahDecember2018,UT,2018,December,12 month-ending,Methadone (T40.3),38,Utah,12/1/2018,2.9
New HampshireFebruary2016,NH,2016,February,12 month-ending,Methadone (T40.3),25,New Hampshire,2/1/2016,2.9
New HampshireJanuary2016,NH,2016,January,12 month-ending,Methadone (T40.3),21,New Hampshire,1/1/2016,2.9
South DakotaJanuary2016,SD,2016,January,12 month-ending,Methadone (T40.3),0,South Dakota,1/1/2016,2.9
UtahJanuary2019,UT,2019,January,12 month-ending,Methadone (T40.3),37,Utah,1/1/2019,2.9
New HampshireJuly2016,NH,2016,July,12 month-ending,Methadone (T40.3),29,New Hampshire,7/1/2016,2.9
VermontJuly2017,VT,2017,July,12 month-ending,Methadone (T40.3),13,Vermont,7/1/2017,2.9
New HampshireJune2016,NH,2016,June,12 month-ending,Methadone (T40.3),29,New Hampshire,6/1/2016,2.9
New HampshireMarch2016,NH,2016,March,12 month-ending,Methadone (T40.3),26,New Hampshire,3/1/2016,2.9
South DakotaMarch2016,SD,2016,March,12 month-ending,Methadone (T40.3),0,South Dakota,3/1/2016,2.9
New HampshireMay2016,NH,2016,May,12 month-ending,Methadone (T40.3),31,New Hampshire,5/1/2016,2.9
South DakotaMay2016,SD,2016,May,12 month-ending,Methadone (T40.3),0,South Dakota,5/1/2016,2.9
South DakotaNovember2015,SD,2015,November,12 month-ending,Methadone (T40.3),0,South Dakota,11/1/2015,2.9
IowaNovember2017,IA,2017,November,12 month-ending,Methadone (T40.3),19,Iowa,11/1/2017,2.9
VirginiaNovember2018,VA,2018,November,12 month-ending,Methadone (T40.3),98,Virginia,11/1/2018,2.9
South DakotaOctober2015,SD,2015,October,12 month-ending,Methadone (T40.3),0,South Dakota,10/1/2015,2.9
HawaiiOctober2016,HI,2016,October,12 month-ending,Methadone (T40.3),14,Hawaii,10/1/2016,2.9
IowaOctober2017,IA,2017,October,12 month-ending,Methadone (T40.3),19,Iowa,10/1/2017,2.9
VirginiaOctober2018,VA,2018,October,12 month-ending,Methadone (T40.3),94,Virginia,10/1/2018,2.9
HawaiiSeptember2016,HI,2016,September,12 month-ending,Methadone (T40.3),15,Hawaii,9/1/2016,2.9
VermontSeptember2017,VT,2017,September,12 month-ending,Methadone (T40.3),14,Vermont,9/1/2017,2.9
VirginiaSeptember2018,VA,2018,September,12 month-ending,Methadone (T40.3),96,Virginia,9/1/2018,2.9
HawaiiApril2016,HI,2016,April,12 month-ending,Methadone (T40.3),10,Hawaii,4/1/2016,3
VermontApril2017,VT,2017,April,12 month-ending,Methadone (T40.3),13,Vermont,4/1/2017,3
WisconsinApril2018,WI,2018,April,12 month-ending,Methadone (T40.3),56,Wisconsin,4/1/2018,3
South DakotaAugust2016,SD,2016,August,12 month-ending,Methadone (T40.3),0,South Dakota,8/1/2016,3
South DakotaAugust2018,SD,2018,August,12 month-ending,Methadone (T40.3),0,South Dakota,8/1/2018,3
UtahAugust2018,UT,2018,August,12 month-ending,Methadone (T40.3),48,Utah,8/1/2018,3
WisconsinAugust2018,WI,2018,August,12 month-ending,Methadone (T40.3),51,Wisconsin,8/1/2018,3
New HampshireDecember2015,NH,2015,December,12 month-ending,Methadone (T40.3),23,New Hampshire,12/1/2015,3
WisconsinDecember2017,WI,2017,December,12 month-ending,Methadone (T40.3),63,Wisconsin,12/1/2017,3
VirginiaDecember2018,VA,2018,December,12 month-ending,Methadone (T40.3),96,Virginia,12/1/2018,3
WisconsinDecember2018,WI,2018,December,12 month-ending,Methadone (T40.3),55,Wisconsin,12/1/2018,3
HawaiiFebruary2016,HI,2016,February,12 month-ending,Methadone (T40.3),0,Hawaii,2/1/2016,3
WisconsinFebruary2018,WI,2018,February,12 month-ending,Methadone (T40.3),57,Wisconsin,2/1/2018,3
WisconsinJanuary2018,WI,2018,January,12 month-ending,Methadone (T40.3),62,Wisconsin,1/1/2018,3
VirginiaJanuary2019,VA,2019,January,12 month-ending,Methadone (T40.3),95,Virginia,1/1/2019,3
HawaiiJuly2016,HI,2016,July,12 month-ending,Methadone (T40.3),11,Hawaii,7/1/2016,3
South DakotaJuly2016,SD,2016,July,12 month-ending,Methadone (T40.3),0,South Dakota,7/1/2016,3
South DakotaJuly2018,SD,2018,July,12 month-ending,Methadone (T40.3),0,South Dakota,7/1/2018,3
VirginiaJuly2018,VA,2018,July,12 month-ending,Methadone (T40.3),98,Virginia,7/1/2018,3
WisconsinJuly2018,WI,2018,July,12 month-ending,Methadone (T40.3),51,Wisconsin,7/1/2018,3
HawaiiJune2016,HI,2016,June,12 month-ending,Methadone (T40.3),11,Hawaii,6/1/2016,3
South DakotaJune2016,SD,2016,June,12 month-ending,Methadone (T40.3),0,South Dakota,6/1/2016,3
VermontJune2017,VT,2017,June,12 month-ending,Methadone (T40.3),12,Vermont,6/1/2017,3
VirginiaJune2018,VA,2018,June,12 month-ending,Methadone (T40.3),104,Virginia,6/1/2018,3
WisconsinJune2018,WI,2018,June,12 month-ending,Methadone (T40.3),54,Wisconsin,6/1/2018,3
HawaiiMarch2016,HI,2016,March,12 month-ending,Methadone (T40.3),11,Hawaii,3/1/2016,3
WisconsinMarch2018,WI,2018,March,12 month-ending,Methadone (T40.3),58,Wisconsin,3/1/2018,3
HawaiiMay2016,HI,2016,May,12 month-ending,Methadone (T40.3),11,Hawaii,5/1/2016,3
VermontMay2017,VT,2017,May,12 month-ending,Methadone (T40.3),13,Vermont,5/1/2017,3
WisconsinMay2018,WI,2018,May,12 month-ending,Methadone (T40.3),52,Wisconsin,5/1/2018,3
New HampshireNovember2015,NH,2015,November,12 month-ending,Methadone (T40.3),23,New Hampshire,11/1/2015,3
South DakotaNovember2018,SD,2018,November,12 month-ending,Methadone (T40.3),0,South Dakota,11/1/2018,3
UtahNovember2018,UT,2018,November,12 month-ending,Methadone (T40.3),41,Utah,11/1/2018,3
WisconsinNovember2018,WI,2018,November,12 month-ending,Methadone (T40.3),54,Wisconsin,11/1/2018,3
South DakotaOctober2018,SD,2018,October,12 month-ending,Methadone (T40.3),0,South Dakota,10/1/2018,3
UtahOctober2018,UT,2018,October,12 month-ending,Methadone (T40.3),42,Utah,10/1/2018,3
WisconsinOctober2018,WI,2018,October,12 month-ending,Methadone (T40.3),55,Wisconsin,10/1/2018,3
South DakotaSeptember2015,SD,2015,September,12 month-ending,Methadone (T40.3),0,South Dakota,9/1/2015,3
IowaSeptember2017,IA,2017,September,12 month-ending,Methadone (T40.3),19,Iowa,9/1/2017,3
South DakotaSeptember2018,SD,2018,September,12 month-ending,Methadone (T40.3),0,South Dakota,9/1/2018,3
UtahSeptember2018,UT,2018,September,12 month-ending,Methadone (T40.3),47,Utah,9/1/2018,3
WisconsinSeptember2018,WI,2018,September,12 month-ending,Methadone (T40.3),53,Wisconsin,9/1/2018,3
South DakotaApril2018,SD,2018,April,12 month-ending,Methadone (T40.3),0,South Dakota,4/1/2018,3.1
UtahApril2018,UT,2018,April,12 month-ending,Methadone (T40.3),56,Utah,4/1/2018,3.1
VirginiaApril2018,VA,2018,April,12 month-ending,Methadone (T40.3),89,Virginia,4/1/2018,3.1
South DakotaAugust2015,SD,2015,August,12 month-ending,Methadone (T40.3),0,South Dakota,8/1/2015,3.1
IowaAugust2017,IA,2017,August,12 month-ending,Methadone (T40.3),16,Iowa,8/1/2017,3.1
HawaiiDecember2015,HI,2015,December,12 month-ending,Methadone (T40.3),0,Hawaii,12/1/2015,3.1
South DakotaDecember2016,SD,2016,December,12 month-ending,Methadone (T40.3),0,South Dakota,12/1/2016,3.1
VermontDecember2016,VT,2016,December,12 month-ending,Methadone (T40.3),12,Vermont,12/1/2016,3.1
MaineDecember2017,ME,2017,December,12 month-ending,Methadone (T40.3),32,Maine,12/1/2017,3.1
UtahDecember2017,UT,2017,December,12 month-ending,Methadone (T40.3),47,Utah,12/1/2017,3.1
MassachusettsDecember2018,MA,2018,December,12 month-ending,Methadone (T40.3),86,Massachusetts,12/1/2018,3.1
South DakotaDecember2018,SD,2018,December,12 month-ending,Methadone (T40.3),0,South Dakota,12/1/2018,3.1
VermontFebruary2017,VT,2017,February,12 month-ending,Methadone (T40.3),13,Vermont,2/1/2017,3.1
MaineFebruary2018,ME,2018,February,12 month-ending,Methadone (T40.3),29,Maine,2/1/2018,3.1
UtahFebruary2018,UT,2018,February,12 month-ending,Methadone (T40.3),49,Utah,2/1/2018,3.1
HawaiiJanuary2016,HI,2016,January,12 month-ending,Methadone (T40.3),0,Hawaii,1/1/2016,3.1
South DakotaJanuary2017,SD,2017,January,12 month-ending,Methadone (T40.3),0,South Dakota,1/1/2017,3.1
VermontJanuary2017,VT,2017,January,12 month-ending,Methadone (T40.3),12,Vermont,1/1/2017,3.1
MaineJanuary2018,ME,2018,January,12 month-ending,Methadone (T40.3),29,Maine,1/1/2018,3.1
UtahJanuary2018,UT,2018,January,12 month-ending,Methadone (T40.3),52,Utah,1/1/2018,3.1
MassachusettsJanuary2019,MA,2019,January,12 month-ending,Methadone (T40.3),82,Massachusetts,1/1/2019,3.1
South DakotaJanuary2019,SD,2019,January,12 month-ending,Methadone (T40.3),0,South Dakota,1/1/2019,3.1
WisconsinJanuary2019,WI,2019,January,12 month-ending,Methadone (T40.3),52,Wisconsin,1/1/2019,3.1
South DakotaJuly2015,SD,2015,July,12 month-ending,Methadone (T40.3),0,South Dakota,7/1/2015,3.1
IowaJuly2017,IA,2017,July,12 month-ending,Methadone (T40.3),16,Iowa,7/1/2017,3.1
UtahJuly2018,UT,2018,July,12 month-ending,Methadone (T40.3),47,Utah,7/1/2018,3.1
South DakotaJune2015,SD,2015,June,12 month-ending,Methadone (T40.3),0,South Dakota,6/1/2015,3.1
South DakotaJune2018,SD,2018,June,12 month-ending,Methadone (T40.3),0,South Dakota,6/1/2018,3.1
UtahJune2018,UT,2018,June,12 month-ending,Methadone (T40.3),51,Utah,6/1/2018,3.1
VermontMarch2017,VT,2017,March,12 month-ending,Methadone (T40.3),14,Vermont,3/1/2017,3.1
South DakotaMarch2018,SD,2018,March,12 month-ending,Methadone (T40.3),0,South Dakota,3/1/2018,3.1
UtahMarch2018,UT,2018,March,12 month-ending,Methadone (T40.3),52,Utah,3/1/2018,3.1
South DakotaMay2018,SD,2018,May,12 month-ending,Methadone (T40.3),0,South Dakota,5/1/2018,3.1
UtahMay2018,UT,2018,May,12 month-ending,Methadone (T40.3),52,Utah,5/1/2018,3.1
VirginiaMay2018,VA,2018,May,12 month-ending,Methadone (T40.3),94,Virginia,5/1/2018,3.1
South DakotaNovember2016,SD,2016,November,12 month-ending,Methadone (T40.3),0,South Dakota,11/1/2016,3.1
VermontNovember2016,VT,2016,November,12 month-ending,Methadone (T40.3),13,Vermont,11/1/2016,3.1
WisconsinNovember2017,WI,2017,November,12 month-ending,Methadone (T40.3),63,Wisconsin,11/1/2017,3.1
New HampshireOctober2015,NH,2015,October,12 month-ending,Methadone (T40.3),21,New Hampshire,10/1/2015,3.1
South DakotaOctober2016,SD,2016,October,12 month-ending,Methadone (T40.3),0,South Dakota,10/1/2016,3.1
VermontOctober2016,VT,2016,October,12 month-ending,Methadone (T40.3),13,Vermont,10/1/2016,3.1
WisconsinOctober2017,WI,2017,October,12 month-ending,Methadone (T40.3),66,Wisconsin,10/1/2017,3.1
South DakotaSeptember2016,SD,2016,September,12 month-ending,Methadone (T40.3),0,South Dakota,9/1/2016,3.1
South DakotaApril2015,SD,2015,April,12 month-ending,Methadone (T40.3),0,South Dakota,4/1/2015,3.2
IowaApril2017,IA,2017,April,12 month-ending,Methadone (T40.3),12,Iowa,4/1/2017,3.2
South DakotaApril2017,SD,2017,April,12 month-ending,Methadone (T40.3),0,South Dakota,4/1/2017,3.2
MaineApril2018,ME,2018,April,12 month-ending,Methadone (T40.3),25,Maine,4/1/2018,3.2
New HampshireAugust2015,NH,2015,August,12 month-ending,Methadone (T40.3),21,New Hampshire,8/1/2015,3.2
VermontAugust2016,VT,2016,August,12 month-ending,Methadone (T40.3),10,Vermont,8/1/2016,3.2
WisconsinAugust2017,WI,2017,August,12 month-ending,Methadone (T40.3),68,Wisconsin,8/1/2017,3.2
OklahomaAugust2018,OK,2018,August,12 month-ending,Methadone (T40.3),24,Oklahoma,8/1/2018,3.2
South DakotaDecember2017,SD,2017,December,12 month-ending,Methadone (T40.3),0,South Dakota,12/1/2017,3.2
South DakotaFebruary2017,SD,2017,February,12 month-ending,Methadone (T40.3),0,South Dakota,2/1/2017,3.2
South DakotaFebruary2018,SD,2018,February,12 month-ending,Methadone (T40.3),0,South Dakota,2/1/2018,3.2
VirginiaFebruary2018,VA,2018,February,12 month-ending,Methadone (T40.3),87,Virginia,2/1/2018,3.2
South DakotaJanuary2018,SD,2018,January,12 month-ending,Methadone (T40.3),0,South Dakota,1/1/2018,3.2
MaineJanuary2019,ME,2019,January,12 month-ending,Methadone (T40.3),19,Maine,1/1/2019,3.2
VermontJuly2016,VT,2016,July,12 month-ending,Methadone (T40.3),0,Vermont,7/1/2016,3.2
South DakotaJuly2017,SD,2017,July,12 month-ending,Methadone (T40.3),0,South Dakota,7/1/2017,3.2
WisconsinJuly2017,WI,2017,July,12 month-ending,Methadone (T40.3),65,Wisconsin,7/1/2017,3.2
VermontJune2016,VT,2016,June,12 month-ending,Methadone (T40.3),0,Vermont,6/1/2016,3.2
IowaJune2017,IA,2017,June,12 month-ending,Methadone (T40.3),15,Iowa,6/1/2017,3.2
South DakotaJune2017,SD,2017,June,12 month-ending,Methadone (T40.3),0,South Dakota,6/1/2017,3.2
South DakotaMarch2015,SD,2015,March,12 month-ending,Methadone (T40.3),0,South Dakota,3/1/2015,3.2
South DakotaMarch2017,SD,2017,March,12 month-ending,Methadone (T40.3),0,South Dakota,3/1/2017,3.2
MaineMarch2018,ME,2018,March,12 month-ending,Methadone (T40.3),26,Maine,3/1/2018,3.2
VirginiaMarch2018,VA,2018,March,12 month-ending,Methadone (T40.3),90,Virginia,3/1/2018,3.2
South DakotaMay2015,SD,2015,May,12 month-ending,Methadone (T40.3),0,South Dakota,5/1/2015,3.2
IowaMay2017,IA,2017,May,12 month-ending,Methadone (T40.3),14,Iowa,5/1/2017,3.2
South DakotaMay2017,SD,2017,May,12 month-ending,Methadone (T40.3),0,South Dakota,5/1/2017,3.2
MaineMay2018,ME,2018,May,12 month-ending,Methadone (T40.3),28,Maine,5/1/2018,3.2
HawaiiNovember2015,HI,2015,November,12 month-ending,Methadone (T40.3),0,Hawaii,11/1/2015,3.2
MaineNovember2017,ME,2017,November,12 month-ending,Methadone (T40.3),38,Maine,11/1/2017,3.2
South DakotaNovember2017,SD,2017,November,12 month-ending,Methadone (T40.3),0,South Dakota,11/1/2017,3.2
UtahNovember2017,UT,2017,November,12 month-ending,Methadone (T40.3),44,Utah,11/1/2017,3.2
MassachusettsNovember2018,MA,2018,November,12 month-ending,Methadone (T40.3),86,Massachusetts,11/1/2018,3.2
OklahomaNovember2018,OK,2018,November,12 month-ending,Methadone (T40.3),20,Oklahoma,11/1/2018,3.2
MaineOctober2017,ME,2017,October,12 month-ending,Methadone (T40.3),38,Maine,10/1/2017,3.2
South DakotaOctober2017,SD,2017,October,12 month-ending,Methadone (T40.3),0,South Dakota,10/1/2017,3.2
UtahOctober2017,UT,2017,October,12 month-ending,Methadone (T40.3),44,Utah,10/1/2017,3.2
MassachusettsOctober2018,MA,2018,October,12 month-ending,Methadone (T40.3),87,Massachusetts,10/1/2018,3.2
OklahomaOctober2018,OK,2018,October,12 month-ending,Methadone (T40.3),22,Oklahoma,10/1/2018,3.2
New HampshireSeptember2015,NH,2015,September,12 month-ending,Methadone (T40.3),21,New Hampshire,9/1/2015,3.2
VermontSeptember2016,VT,2016,September,12 month-ending,Methadone (T40.3),10,Vermont,9/1/2016,3.2
UtahSeptember2017,UT,2017,September,12 month-ending,Methadone (T40.3),42,Utah,9/1/2017,3.2
WisconsinSeptember2017,WI,2017,September,12 month-ending,Methadone (T40.3),64,Wisconsin,9/1/2017,3.2
OklahomaSeptember2018,OK,2018,September,12 month-ending,Methadone (T40.3),24,Oklahoma,9/1/2018,3.2
VermontApril2016,VT,2016,April,12 month-ending,Methadone (T40.3),10,Vermont,4/1/2016,3.3
UtahApril2017,UT,2017,April,12 month-ending,Methadone (T40.3),39,Utah,4/1/2017,3.3
WisconsinApril2017,WI,2017,April,12 month-ending,Methadone (T40.3),60,Wisconsin,4/1/2017,3.3
MaineAugust2017,ME,2017,August,12 month-ending,Methadone (T40.3),33,Maine,8/1/2017,3.3
South DakotaAugust2017,SD,2017,August,12 month-ending,Methadone (T40.3),0,South Dakota,8/1/2017,3.3
UtahAugust2017,UT,2017,August,12 month-ending,Methadone (T40.3),43,Utah,8/1/2017,3.3
MassachusettsAugust2018,MA,2018,August,12 month-ending,Methadone (T40.3),94,Massachusetts,8/1/2018,3.3
MaineAugust2018,ME,2018,August,12 month-ending,Methadone (T40.3),28,Maine,8/1/2018,3.3
South CarolinaAugust2018,SC,2018,August,12 month-ending,Methadone (T40.3),56,South Carolina,8/1/2018,3.3
UtahDecember2016,UT,2016,December,12 month-ending,Methadone (T40.3),43,Utah,12/1/2016,3.3
MaineDecember2018,ME,2018,December,12 month-ending,Methadone (T40.3),18,Maine,12/1/2018,3.3
OklahomaDecember2018,OK,2018,December,12 month-ending,Methadone (T40.3),21,Oklahoma,12/1/2018,3.3
South DakotaFebruary2015,SD,2015,February,12 month-ending,Methadone (T40.3),0,South Dakota,2/1/2015,3.3
